"name","codigo","allergies_risk","cancer_risk","development_risk","endocryne_risk","env_risk","prohibited_risk","score"
"Tortulan leche desmaquillante ojo y rostro","7796045770031",9.021739,0.026086956,1.5217391,2.2608695,7.521739,7.086957,8.806994
"Lidherma Fórmula limpieza","779624",17.631578,0.015789473,0,0.05263158,6.105263,6.9999995,8.378671
"Kamikase pulpa de limpieza","779641",7.8333335,0.15,0,0,4.111111,1.6666666,9.235494
"Guiv Agua Micelar","780644",0.7777778,0,0,0,0,1.1111112,9.790123
"Guiv gel de limpieza vía láctea","781848",6.25,0,1.6,0,1.6,1.9000001,8.865
"Todo en 1 Agua Micelar","3600541594937",2.75,0.075,0,0.25,1.25,0.375,9.4125
"Dermaglós desmaquillante Bifaz de ojos","779654",2.4117649,0.12352941,4.1764708,1.5294118,9.176472,2.6470587,8.819723
"Dermaglós Gel de limpieza purificante","779655",8.717392,0.07826086,3.3043478,1.6086956,6.391304,6.260869,8.853875
"Dermaglós Agua micelar","779656",6.590909,0.21818183,1.4545455,0,1.5454546,1.6363637,8.959504
"Al Bosque agua micelar bifásica manzanilla y jojoba","779659",5.25,0,0,0,1.125,2.375,8.90625
"Trébol Cosmética natural Agua Micelar","779667",5.4545455,0.081818186,0,0,4.0909095,1.1818182,9.017355
"Trébol Cosmética natural leche de limpieza complejo herbal y tea tree","779668",5.6000004,0.09,0,0,4.7500005,1.9000001,9.383
"Milaborit agua micelar Matcha","779674",5.357143,0,0,0,1.4285715,3.142857,8.581633
"Milaborit Tónico inluminador Niacinamida","779675",5.5,0,0,0,1,2.5,9.1
"Milaborit Espuma de limpieza tomillo","779676",6.9375,0,0,0,2,3.75,8.4140625
"Las Rishis crema de limpieza Melissa","779680",0.875,0,0,0,0.875,0.5,9.71875
"Sem Biocream gel de limpieza","779683",2.8125,0.375,0,0,1.875,1.125,9.2265625
"Sem Biocream Máscara de carbón activado","779684",3.5714285,0.15714286,0,0,2.2857144,1.2857144,8.957143
"AHAL AGUA TÓNICA CON TUNA Y CEMPASÚCHIL","750688",0,0,0,0,0,0.5,9.875
"Weleda Leche Limpiadora Calmante de Almendra","84693",0.6666667,0,0,0,0,0.8333334,9.75
"Weleda Leche Limpiadora Suave","84694",6.6428576,0,0,0,1.0714285,4.857143,9.102041
"Weleda Gel Limpiador Purificante","84695",5.9999995,0.06315789,0,0,0.78947365,5.7368426,9.337397
"Savia Tierra Agua Micelar","779718",0.033333335,0,0,0,0,1,9.655556
"DEKKA Aceite limpiador - Desmaquillante","779746",4.4444447,0,0,0,1.3333334,2.1111112,9.123457
"Raw Apothecary Pure Care - Limpiador facial piel seca","750762",0,0,0,0,0,0,10
"Las Rishis CREMA DE LIMPIEZA MEISSA","779819",1.2857144,0,0,0,1.1428572,0.42857143,9.591837
"La Roche Possay EFFACLAR GEL ESPUMOSO PURIFICANTE LIMPIADOR","779820",4.8846154,0,0,0,1.8461539,2.9230769,9.257397
"Eucerin DERMOPURE OIL CONTROL Gel Limpiador","779821",1.5714285,0,0,0,0,2.2857144,9.448979
"Isdin Teen Skin Acniben Limpiador Purificante Espuma","779822",7.276,0.112,2.44,0.52,2.8799999,5.52,9.25008
"Moneskincare Gel de limpieza Kale","779830",3.9142857,0,0,0,1.6428571,3.357143,9.363265
"LAS RISHIS CREMA DE LIMPIEZA SCHEDAR","779844",1.4000001,0,0,0,0.8,0.2,9.52
"Iwoka gel de limpieza facial","779863",2,0,2,0,2,0,9.142858
"Dermaglos facial gel hidratante","2001001190002",9.210526,0.04736842,0.68421054,1.736842,4.8947372,4.263158,8.903324
"Naturalú espuma de limpieza facial","779872",2.5857143,0,0,0,0.85714287,2.142857,9.202041
"Casa nera agua micelar fórmula 10","779900",2.3000002,0,1.4,0,1.8,1.2,9.33
"Fauno agua micelar extracto de pepino","7705946300049",6.5,0,1.5294118,0,3.5294118,3.6470592,9.105536
"Rosehip gel de limpieza facial","779914",8,0,2,0,3,2.6111112,9.132716
"Aveno gel de limpieza facial y corporal con avena","779923",9.133333,0,0.6666667,0.4,4,5.3333335,8.697778
"Bel lab oil extract pulpa de limpieza facial","779941",15.837838,0,1.8918918,0,5.9189186,6.810811,9.176771
"Nivea Rose care leche y tónico micelar","4005900773845",5.636364,0.040909093,0.8636364,0.13636364,3.5909092,2.6818185,9.411364
"FRONDA Leche de Limpieza Facial","779969",0.7916667,0,0,0,0.75,0.9166666,9.795139
"Elevegan agua micelar para todo tipo de piel","779973",5.9375,0.0125,1.875,0.125,3.125,2.875,8.25625
"Ba byeance tónico de agua de rosas","779984",1.26,0,0,0,0,2.4,9.268
"LuvrePro Agua Micelar 5 en 1","7791003",5.35625,0.10625,0,0.4375,1.0625,5.8625,9.198438
"Ananké balsamo de limpieza","7791009",2.8333335,0,1.6666667,0,2.6666667,1,8.638889
"Colibria cosmética pulpa jabonosa","7791035",0,0,0,0,0.6,0,9.88
"DESMAQUILLANTE DE OJOS Y PESTAÑAS","7791037",0,0,0,0,0,0,10
"Libra gel de limpieza facial","7791051",8.946155,0,0,0,1.7692308,4.807692,8.805917
"Gentil gel de limpieza facial","7791058",10.166666,0,2,0,3.9333334,3,8.726666
"Ruh natural jabón facial detox blackbird","788115399096",0,0,0,0,0,0,10
"Vitamidermus leche de limpieza facial caléndula","7794207085122",3.2857144,0,1.2857144,0,6,3.7142856,7.9591837
"Gentil gel de limpieza facial","7791082",10.166666,0,2,0,3.9333334,3,8.726666
"Cuidado integral vegano agua micelar todo tipo de piel","7791087",2.0333333,0,0,0,0,2.1666667,9.3
"Cuidado integral vegano agua de rosas","7791089",0,0,0,0,0,0,NaN
"Colibria agua micelar","7791094",0.33333334,0,0,0,0.33333334,0.8333334,9.75
"Narayani Barra de limpieza facial","7791110",0.0071428576,0,0,0,0.9285714,0.35714287,9.907653
"L oreal Agua Micelar Acido Hialuronico","7509552843705",1.375,0.15,0,0.5,2.5,0.75,9.340625
"Acf by dadatina gel de limpieza","7791128",7.166667,0,2,0,5,4.8333335,8.416667
"ROSEHIP LIMPIADOR FACIAL LAVANDA Y AZAHAR","7791131",0.33333334,0,0,0,0.8888889,0.22222222,9.839506
"Olay Cleanse Micellar Water","7791132",3.5625,0,0,0,1.625,2.5,9.519531
"Livre skincare gel de limpieza facial","7791140",5.571429,0.15714286,0,0,2.2857144,2,8.569387
"BioBellus gel de limpieza facial","7791162",7.0588236,0.0882353,0,0,2.1176472,4.8058825,9.172318
"Kosmos gel de limpieza facial","7791163",4.0625,0,1.875,0,2.9375,1.00625,9.3824215
"Acf gel de doble limpieza","7798111210885",8.5,0,2,0,5.583333,4.3333335,8.298611
"Koné Care Base nutritiva","750753",0.5222222,0.13333334,0.11111111,0,0.7777778,1.6666667,9.643209
"Oral B Crema Dental Complete 4en1","7506195131664",4.571429,0.11428572,0,0,2.857143,3,9.246939
"Dove Real Poder de las Plantas Shampoo Purificación+Jengibre","779943",8.9375,0,0,0,1.375,8.15,8.846094
"Sensodyne blanqueador extra fresh","7896015519223",3.1428573,0.17142858,0,0.64285713,0.2857143,2.142857,9.543878
"Gel Dental Close Up White Attraction Men","7791293034553",8.941177,0.18235295,0,0.29411766,2.8235295,4.4117646,9.020415
"Parodontax Flúor","7896015527457",2.4615386,0,0,0,1.0769231,0.4615385,9.692307
"Sensodyne Pro-Esmalte Blanqueador","7794640662553",4.25,0.13333334,0,0,1.6666666,2.3333333,9.301389
"Sensodyne Pro-Esmalte Crema Dental de Uso Diario","7896015520526",3.857143,0.11428572,0,0,1,2.642857,9.456122
"Colgate Crema Dental Máxima protección anticaries Sabor Original (90 gr)","7793100111570",4.25,0,0,0,1.5,2.5833333,9.305555
"Colgate Crema Dental Máxima protección anticaries Sabor Original (180 gr)","7793100111563",4.25,0,0,0,1.5,2.5833333,9.305555
"Neobio Dentifrico romero y hamamelis sin fluor","4037067280102",0.5,0,0,0,0,0.71428573,9.913265
"Close Up Creme Dental Triple Hortelã 70g","7891150049888",5.5384617,0,0,0,1.7692308,3.692308,9.153846
"Corega Ultra Cr S/sabor","7896015525804",0,0,0,2,0,0,8
"Creme Dental em Gel Close Up Liquid Fresh Ice","7891037744509",5.8461537,0.023076925,0,0.84615386,1.923077,3.1538463,9.092899
"Creme Dental Sensodyne Pro Esmalte","7896015518325",4.5384617,0.061538465,0,0.53846157,0.46153846,3.769231,9.27929
"Creme Dental Sensodyne Repair E Protect Whitening","7896015528577",5,0.2,0,0,3.1000001,2.3000002,8.94
"Creme Dental Sensodyne Original","7896009419324",5.058824,0.25882354,0.23529412,2.7058825,1.3529413,1.2941177,9.358478
"Crema Dental Colgate Sesitive Pro-Alivio Inmediato","7891024041628",4.857143,0.17142858,0,0,1.7857143,3.5,9.263266
"Odol dientes blancos","7793100130090",4.25,0,0,0,1.5,3.4166665,9.236111
"Sensodyne crema dental limpieza profunda","7896015591106",3.3076925,0.023076925,0,0.6923077,1.3846155,1.6923077,9.453846
"NOC 10 Dentrífico Original","7793100130236",5.545455,0,0,0,2.0909092,2.5454545,9.07438
"Crema dental Bonté doble flúor","8480017131638",5.6000004,0,0,0.9333334,1.5333334,2.9333334,9.266666
"CREMA DENTAL COLGATE TOTAL 12 CLEAN MINT","7793100111143",7.738889,0.06666667,0.6666667,0,3.111111,5.277777,9.0632715
"ANANKÉ PASTA DENTAL","779797",0.6,0,0,0,0,0,9.88
"Sri sri sudanta pasta dental ayurvedica","779873",3.9411764,0,0,0,0.23529412,2.7647061,9.591696
"Cuidado integral vegano pasta dental","779884",0.10909092,0,0,0,0,1.4545455,9.857851
"Sri sri sudanta pasta dental ayurvedica en gel libre de fluors y sulfatos","7791066",4.9473686,0.010526316,0,0,1.1052632,4.631579,9.4371195
"Amalo orgánico crema dental orgánica","7791067",0,0,0,0,0,0,10
"Pasta Dental Colgate Total 12 Clean Mint","7509546677668",8.566667,0.26666668,0.7222222,0,2.9444444,5.888889,8.978395
"COLGATE ZERO KIDS FRESA PASTA DENTAL","7509546665238",3.125,0,0,0,1,2.125,9.21875
"Enj Bucal LISTERINE Cool Mint Zero Alcohol","7891010619442",2.9230769,0.06923077,0,0,2.846154,2.0769231,9.391124
"COLGATE PLAX ICE","7891024136096",3.757143,0.05714286,0,0,0.42857146,3.5714285,9.441836
"Colgate Plax Soft Mint","8718951192683",4.2999997,0.06666667,0,0.33333334,0.33333334,3.5833333,9.281944
"Listerine Zero Enjuague bucal","7891010974336",1.9285713,0.06428572,0,0,2.0714285,1.4285715,9.607653
"Oral B Stages Crema Dental Disney Princess","3014260279165",3.692308,0.030769233,0.15384616,0,3.3076925,1.9230769,9.299408
"Oral B Kids Crema Dental","7500435127363",8.722222,0.14444445,0,0.11111111,3.7222223,3.5000002,9.1
"Logodent Gel Dentífrico Fresas Niños","4017645042346",1.6363637,0,0,0,0,1.0909091,9.752066
"Weleda Gel Dentífrico para Niños","4001638081863",0.875,0.075,0,1.125,0.375,0.5,9.63125
"Crema dental niños - Tutti Frutti - JUNIORSmile","8480017061874",3,0,0,1.5,0,1,9.3125
"Odolito crema dental para niños sabor frutilla","7891024139165",7.1538463,0.13076924,0.7692308,1.0769231,2.6923077,3.3846157,8.830177
"Carefree Protectores Diarios Todos los Dias","7790010616751",0,0,0,0,3,3,4
"Landa máscara de pestañas","779780",0.75,0,0,0,0,0.625,9.828125
"Natura máscara para pestañas","779894",2.6842103,0.010526316,0,0,0.9473684,1,9.755679
"Natura caneta delineadora","779895",4.345454,0.00909091,0,0,2.909091,2.2727273,9.133058
"Natura faces corrector","7908240866888",4.208333,0.5125,1,2,6.3333335,2.2083333,9.322396
"Natura base matte","779899",6.961539,0.43076926,0.07692308,2.1538463,4.3076925,3.5384617,8.656213
"LA ROCHE POSAY Pincel Corrector La Roche Posay Toleriane Pinceau","337872410949",1.8294117,0.2,0.9411765,2,7,0.882353,9.243944
"L´Oreal Corrector iluminador accord parfait","3600521649558",4.4913044,0.67826086,2.173913,4.434783,9.217391,2.7391303,8.968053
"Biomille leche corporal vegana","779776",5.891304,0.017391305,0.17391305,0.17391305,4.173913,3.173913,9.408506
"Psh Champú Hypoallergenic Rithual","840809",6.264706,0,0.7058824,0,5.5882354,3.0588236,9.081315
"Psh Champú Aloe Lover","840810",5.8636365,0,0,0,3.7272725,3.2727275,8.830579
"Sentida botánica shampoo sólido cabello seco","779986",3.9090908,0,0,0,1.909091,1.9090909,9.297521
"Agua calma shampoo sólido de cítricos","7791052",5.2727275,0,1.8181819,0,4.5454545,0.18181819,8.92562
"Biferdil bálsamo BA con filtro UV","7791001002140",4.5,0,0,0,5.785714,2.2142856,9.107142
"EcoHair RECUPERACION CAPILAR - LOCION SPRAY","306",1,0,1.6,0,0.4,0.4,9.32
"Bunnybox polvo facial tanslucido","779879",0.5,0,0.5,0,0.5,0.5,9
"CREME ANTI-IDADE HYALU B5 REPAIR","3337875583589",6.18,0.13200001,1.6800001,0,9.32,6.24,9.05792
"Guiv serum x concentrado de 10 activos","780945",2.1666667,0.09166666,0,0,0.5833333,2.5,9.554861
"Neutrogena Hydro Boost Water gel hidratante","7891010882983",2.4117649,0.03529412,1,0,5.764706,2.0588236,9.337025
"Sri Sri Máscara facial cúrcuma de la india","8906038786126",5.623077,0.26153848,0,0,0.923077,4,9.168639
"Las Rishis crema facial Polux","779679",0,0.120000005,0,0,0.6,0,9.856
"Airandearth Serum Facial y para Masajes","7791036",2,0,0,0,0,0,9.333333
"Icono cosmetica coral booster","7791079",4.35,0.0050000004,0,0.5,2.1000001,3.15,9.49475
"Nivea ROSE CARE CREMA HIDRATANTE FACIAL EN GEL","4005900806154",6.8322577,0.0032258064,0.9354839,0.06451613,4.709677,6.903226,9.372633
"Dermaglós Crema nutritiva de noche seca","779652",4.958333,0,1.2916666,0.5,8.333334,1.875,9.293403
"Colgate Crema Dental Colgate Triple Acción Menta Original","7793100111877",6,0,0,0,2.125,4.3125,9.222656
"Logodent Dentífrico Menta Bio Daily Care Logona","4017645042247",1.0714285,0,0,0,0.21428573,0.8571429,9.846939
"919 Crema colorante protectora (Crema colorante protectora/ crema reveladora/tratamiento pre-color con aloe vera/ tratamiento post-color con aloe vera)","7793008009290",1.7285715,0.02857143,0,1.4285715,2.7142859,1.8571428,9.445918
"919 Crema reveladora","252",2.4875,0.2,0,0,0.875,2,9.3046875
"Activador cremoso","7791001010015_2",0.1,0,0,0,0,1,9.725
"CAVIAHUE Dermocosmética Termal Contorno de ojos","7798120265555",5.7142854,0,0,0.71428573,0.85714287,3.0714288,9.260204
"CAVIAHUE Dermocosmética Termal Crema antiage DIA","7798120265524",7.105263,0,0.31578946,1.3684211,3.1578946,3.8947368,9.166204
"CAVIAHUE Dermocosmética Termal Crema antiage NOCHE","7798120265531",7.0555553,0,0.3888889,1.3333334,2.9444447,3.8888888,9.132716
"DEKKA Serum capilar","779745",6.5000005,0,0,0,1.0909091,4.272727,8.921488
"Johnson´s baby colonia fresca caricia","7790010684224",19.307695,0.13846155,0.61538464,0.15384616,3.6153846,9.461538,7.4390526
"Estrella baby emulsión limpiadora a base de oleo carcáro","7790064104808",0.90999997,0,0,4.2000003,1.2,2.3,9.139
"JOHNSON’S Pure Protect Gel de Manos para Niños","3574661428031",9.64,0,2.9,0,4.25,4.8499994,8.918
"Al bosque unguento antiviral","779662",0,0,0,0,0,1,9
"Crema Caracol Propoleo Rosa Mosqueta Apícola del Alba","780589",3,0.42666665,0.6,1.2666668,6.0666666,0.66666675,9.198222
"DOVE Secretos Hidratantes Ritual Restaurador Loción Corporal Spray","8710447437285",5.4153852,0,0.9230769,1.7692308,5.4615383,5.8076925,9.254734
"Crema Corporal Sin Perfume Urtekram","5765228835838",0.5625,0,0,0,1.3125,0.1875,9.871094
"Crema corporal hidratante todo tipo de pieles Oma Gertrude","4743318168036",2.2136366,0,0,0,2,4.6363635,9.597727
"Familand Crema Corporal Avena Coloidal","7804945064430",5.1944447,0.033333335,0,0.11111111,1.1111112,3.5555558,9.444136
"Love Beauty & Planet manteiga de murumuru & rosa desodorante stick","55086002394",8.931818,0.10909092,0,0,3.1818182,4.5909085,9.2357435
"Desodorante roll on Dove original","80466444",14.289474,0.8263158,1.2631578,0,8.842105,8.578946,8.221052
"Weleda Desodorante Granada Roll-on 24hrs","780520",10.52381,0,1.0476191,0,4.7619047,5.7142863,8.950113
"Colibria desodorante en crema tea tree-limon","7791111",2.1428573,0,0.42857143,0,0.42857143,0.42857143,9.510204
"Exfoliante facial manteca de muru muru & rosa Petal Polish Love Beauty & Planet","8710447442456",4.525,0.060000002,0,0,5,6.55,9.19325
"AhoAloe Néctar de Aloe Vera Orgânico (Extrato de Babosa) Multifuncional","789504",0,0,0,0,0,1.5,9.25
"Lux Jabón Lí­quido Orquí­dea Negra","7791293037684",14.696428,0.88571435,3.2142859,1.75,6.5000005,9.142857,8.707525
"Oma Gertrude Gel ducha nutritivo todo tipo de pieles","4743318183091",6.592308,0,0,0,0.9230769,5.076924,9.031361
"Sabonete Líquido Love, Beauty And Planet Óleo de Argan & Lavanda","7891150062160",9.710526,0.08421053,0.47368422,0.47368422,2.526316,7.2105265,8.922161
"Naturalmente jabón en barra","773789",1.25,0,0,0,0,1.0833334,9.805555
"Vida Vera Jabón líquido para manos","7791028",0.025,0,0,0,0,0.75,9.80625
"Ahal AGUA TÓNICA CON TUNA Y CEMPASÚCHIL","750550",0,0,0,0,0,0.6666667,9.777778
"Veganis cosmética sustentable Leche super correctora para la piel Coco, caléndula & extracto orgánico de oliva","7798216220048",3.9545455,0.2909091,0,0,5.3636365,3.4545455,8.812397
"Reparadora de Codos y Talones Bio Matarrania","705105357355",3.6000004,0,0,0,1.2,0.68,8.904
"Weleda Champú y Gel 2 en 1 Kids Lima Chispeante","84707",3.59375,0,0,0,1.125,3.625,9.478516
"Elvive Acondicionador Arcilla Purificante Elvive Loreal Parí­s","7509552800418",11.808333,0.4416667,0,0.25,7.625,3.8333335,9.001736
"Head and Shoulders dermo-acondicionador hidratación","7500435147583",12.199999,0.07333334,0.8666667,0,7.866667,4.6000004,8.292889
"Herbal Essences bio: renew Rosemary & Herbs Conditioner","190679000194",9.25,0.015000001,0.2,0,3.7000003,5.85,9.04925
"CONDICIONADOR DE CÔCO MULTI VEGETAL","789506",2.2133334,0,0,0,3.6,0.26666668,9.5946665
"Sante Champú tratante Bio de naranja y coco","4025089075233",4.4866667,0,0.93333334,0,1.7333333,2.1333334,9.380889
"Uterkram Champú de Árbol de Té","5765228837467",5.633333,0,0,0,0.6666667,3.6666667,9.335555
"Love Beauty & Planet Shampoo Marine Algae & Eucalyptus","482",10.275001,0,0,0,2.8999999,9.75,8.85375
"Shampoo Fortalecedor Aloe Vera LiveAloe","7898516730015",8.875,0.2916667,0,0,3,4.5,8.611111
"Veganis plant powered repairing Shampoo","7798216220253",9.954546,0,0,0,0.72727275,6.2727275,8.458677
"Frenzzi Naturale Shampoo sin sulfatos","7795513060254",13.263159,0.23684211,0,0,5.6842103,5.9473686,8.677285
