"name","numero_ingredientes","codigo","allergies_risk","cancer_risk","development_risk","endocryne_risk","env_risk","prohibited_risk","score"
"GEL DE DUCHA HIDRATANTE ORGANIC SHOP",14,"779495",7.141667,0,0,0,0.9166667,6.25,4.3103766
"EXFOLIANTE CORPORAL ROSA Y SAL MARINA ORGANIC SHOP",15,"4744183012653",3.8,0,0,0,2.1666665,4.083333,6.003678
"EXFOLIANTE CORPORAL - CAFE DE BRASIL Y AZUCAR - ORGANIC SHOP",11,"4744183012608",4,0,0,0,3.1111112,3.1111112,5.9351945
"GEL DE DUCHAS VITAMINAS NATURA SIBERICA",32,"779498",8.838888,0.15,0,1,3.6666667,5.944444,2.2061777
"Shampoo Aloe Vera Yabae",21,"7897185008029",12.94737,0.43684205,0,0,4.3684206,8.052631,-0.26130867
"Shampoo Sólido 3x1 Praticidade Vegano Aloe Vera e Andiroba AhoAloe",12,"7898964692095",0.7777778,0,0,0,0,1.4444444,9.116346
"Creme para Mãos Natural e Orgânico Maciez - AhoAloe",21,"789502",3.15,0,0,0,2.3333333,1.6111112,7.1789365
"Shampoo Hidratante para Cabelos Cacheados e Crespos B.O.B",22,"789503",2.12,0,0,0,0.55,3.7500002,7.4471254
"Dove Crema de Manos Cuida y Protege",19,"465",8.264707,0.23529413,0,0,0.3529412,7.294118,3.5792174
"Dove Crema Corporal Cuida y Protege",19,"466",8.264707,0.23529413,0,0,0.3529412,7.294118,3.5792174
"Dove Delicious Care Crema Corporal Nutrirtiva Aceite de Karité y Vainilla",31,"8711600369283",4.923077,0.22307694,0.9230769,2.6153846,4,5.1538463,2.906642
"Dove Delicious Care Crema Corporal Nutritiva Leche de Coco y Pétalos de Jazmín",37,"468",5.5999994,0.26000002,0.93333334,2.8000002,4.9333334,5.733333,1.9437323
"Dove Nutrición Intensiva Crema Corporal",38,"8711600453975",11.236112,0.6166667,2.3333333,3.1666665,16,11.694444,-7.91276
"Dove Nutrición Go Fresh Crema Corporal",34,"470",5.3571424,0.02857143,0.9285714,1.2857143,4.857143,5.071429,3.0298681
"SHAMPOO DE CÔCO MULTI VEGETAL",18,"789507",0.67142856,0,0,0,0.64285713,0.92857146,9.108141
"LOÇÃO CORPORAL HIDRATANTE MULTI VEGETAL",23,"789508",0.5277778,0,0,0,1,1.3333334,8.862296
"Puro Gel Multifuncional Natural de Aloe Livealoe",5,"789509",0,0,0,0,0,0,10
"Hidratante Natural Deo Corporal Amêndoa e Lavanda Boni Natural",21,"789510",7.84375,0,0,0,1.625,6.5625,3.625269
"Shampoo REEQUILÍBRIO Ahoaloe",15,"789511",2.2,0,0,0,0.3,0.2,8.926361
"Óleo facial THERAPY",8,"789512",0,0,0,0,0,0,10
"Listerine Zero Enjuague bucal",15,"7891010974336",2.0769231,0.06923077,0,0,2.2307694,1.5384616,7.6477823
"OFF Family",17,"789465079423",7.8333335,0,0,1.3333334,6.4,2.666667,2.7496238
"Vick VapoRub",8,"78911222",0,0,0,0,0,0,10
"Pomada MINACORA",9,"789516",0,0,0,0,0,0,10
"Johnsons Nutri Spa Reparadora Amêndoas",18,"891010247409",6.25,0.26875,0.3125,0.3125,2.75,2.75,4.972288
"CREMA DENTAL COLGATE TOTAL 12 CLEAN MINT",20,"7793100111143",8.194118,0.07058824,0.7058824,0,3.2941177,5.5882354,2.900885
"Rexona Women Antitranspirante Roll On Cotton Dry",22,"779519",9.95,0,0,0,4.8500004,9.749999,0.2378397
"Weleda Desodorante Granada Roll-on 24hrs",22,"780520",10,0,1.1,0,5,4.95,1.6295929
"Weleda Desodorante de Citrus",5,"780521",4.5,0,0,0,0,4,6.6200256
"Weleda Desodorante de Rosa",5,"780522",4.5,0,0,0,0,4,6.6200256
"Weleda Desodorante Citrus Roll-on 24hrs",20,"780523",9.88125,0,1,0,3.8125,5.5,1.9700756
"Dove Antitranspirante Original Barra",22,"780524",12.1,0.3,0.75,0.55,11.249999,6.6499996,-2.5655508
"Dove Antitranspirante Original Barra Invisible Dry",22,"780525",10.605263,0.15789475,0.7368421,0.5263158,9.000001,6.210526,-0.8305683
"Dove Antitranspirante Go Fresh Pepino y Té Verde Barra",19,"780526",7.71875,0.26250002,0.8125,0.5,8.3125,5.6875,0.7373791
"Dove Antitranspirante Go Fresh Pomelo y Limón Aerosol",20,"780527",7.833333,1.1277778,0.8333333,0.5,9.055554,9.333333,-1.405755
"Dove Antitranspirante Dermo Aclarant Aerosol",12,"780528",5.3,0.09,0.9,0.3,6.2999997,3.2,3.6019073
"Dove Antitranspirante Original Clinical",18,"780529",11.400001,0.18,1,0.6,4.8000007,6.6000004,0.22590828
"NIVEA ANTITRANSPIRANTE DEO MILK BEAUTY ELIXIR SENSITIVE ROLL ON",31,"842870442029",6.4999995,0.020689655,1.3793104,0,2.0689654,5.724138,3.7597308
"Nivea BLACK & WHITE INVISIBLE TOQUE DE SEDA",18,"822820870028",5.21875,1.025,0.9375,0,6.8125,7,1.6519604
"Desodorante Nivea Intense Control",14,"800680870025",6.4583335,0.4,0.9166667,0.6666666,4.083333,6.4166665,2.4679594
"Nivea ANTITRANSPIRANTE PROTECT & CARE BARRA",22,"859110870030",7.3,0.315,0,0.05,2.7499998,4.35,4.1287856
"SYS DESODORANTE NATURAL ALUMBRE STICK",1,"780534",0,0,0,0,0,0,10
"Biofilia Desodorante Sólido",10,"780535",1,0,0,0,0,0.6666667,9.33726
"Biofilia Desodorante Natural Roll on",18,"780536",1.9571428,0.1,0,0,3,1.5,7.3925915
"SAPONARIA Desodorante Mineral Recargable",3,"780537",3,0,0,0,0,0,8.807068
"IRIS JABON REAL Desodorante Sólido",2,"780538",0,0,0,0,0,0,10
"ECOBAZAR LA BICICLETA Desodorante Natural Vegano",6,"780539",1.5,0.075,0,0,2.25,0,8.479012
"Veganis cosmética sustentable Leche super correctora para la piel Coco, caléndula & extracto orgánico de oliva",13,"7798216220048",4.35,0.32000002,0,0,4.8,3.8,4.7232633
"Pantene Pro-V Bambú Nutre y Crece Shampoo",27,"7500435155854",16.539999,0.224,0.56,0.56,5.8,9.84,-3.330618
"Savile Aguacate Shampoo",31,"7506192501019",10.9375,0.56875,0,0.0625,4.0625,9.625,-0.04299736
"Sedal Recarga Natural Detox Anticontaminación Te Verde y Limón Shampoo",27,"7506306205024",10.326087,0.13913044,0.6086956,1.2173913,5.608695,11.434782,-1.6648006
"Garnier Fructis con Proteína de Fruta Oil Repair 3 Recarga Nutritiva Shampoo",36,"7509552849653",5.796296,0,0,0,3.9259257,6.5555553,3.5272388
"Multi Vegetal Loção Hidratante Corporal Natural",23,"789505",0.6631579,0,0,0,1,1.5263159,8.731725
"Elvive Reparación total 5 Shampoo",30,"7506078947894",9.596153,0,0.3846154,0,5.5384617,7.961539,0.6630125
"Ahal MASCARILLA - EXFOLIANTE DE TEPEZCOHUITE",21,"750549",0,0.16153847,0,0,0,1.0769231,9.507533
"Ahal AGUA TÓNICA CON TUNA Y CEMPASÚCHIL",16,"750550",0,0,0,0,0,0.6666667,9.734904
"AHAL-SUERO HUMECTANTE FACIAL DE MARULA AFRICANO",9,"750551",0,0.25,0,0,0,1.6666666,9.237849
"XAMANIA TÓNICO FACIAL - ÁRBOL DE TÉ",4,"750552",0,0,0,0,0,0,10
"Xamania CREMA DIVINA - FACIAL HIDRATANTE",14,"750553",0.6,0,0,0,0.8,0.6,9.204712
"Koné Care ACEITE CORPORAL - ANTIESTRÍAS",7,"750554",0,0,0,0,0,0,10
"Shampoo Dove Nutritive Secrets Ritual de Reparación",27,"7849450543",10.48,0.176,0,0,6.9199996,11.672,-1.6302919
"Champú Mustela suave con Aguacate Bio",16,"7849450545",7.535714,0,0,0,1.7857143,5.5714283,4.0779443
"Naturaloe Shampoo Hidratación Y Brillo",30,"7849450546",12.388462,0.33846158,0.23076925,0.07692308,7.076923,6.799999,-0.7012129
"Shampoo Simond's Adulto Clásico",12,"7804945001152",5.2999997,0.15,0.4,0.4,2.1000001,5.4,4.532395
"Shampoo Simond's Antioxidante Limpieza Profunda",14,"7804945012196",8.166667,0.125,0.33333334,0.33333334,4.5,3.9166667,3.0909348
"Shampoo Simond's Antioxidante Nutritivo",22,"7804945012226",5.194444,0.083333336,0.22222222,0.22222222,3,2.388889,5.581733
"Champú Ecológico para perros Pure Paws Original Revitalizante Pure Light Botanics",17,"PETS840550",0,0,0,0,0,0,10
"Inodorina Champú Bio Perros Pelo Largo",11,"PETS840551",4.9857144,0,0,0,1,5.428571,5.4611773
"Aname VIO crema facial diurna Orgánica",12,"552",0,0,0,0,0,0,10
"guiv Aura crema facial diurna",32,"553",6.7083325,0.43750006,3.0416667,1,9.5,4.791667,-0.13163757
"guiv Selene crema de noche",27,"554",3.7619045,0.09047619,0,0.14285715,1.1904762,4.5238094,6.1390657
"Skala Expert Argila Branca",16,"555",9.500001,0.5,0,0,7.4166665,3.9166665,1.5169268
"Anakena Crema facial multiactiva",16,"556",5.9999995,0.025,1.0833333,1.6666666,2.5833333,1.6666667,4.8206863
"CAVIAHUE Dermocosmética Termal Contorno de ojos",20,"7798120265555",5.7142854,0,0,0.71428573,0.85714287,3.0714288,5.881544
"CAVIAHUE Dermocosmética Termal Crema antiage DIA",31,"7798120265524",7.105263,0,0.31578946,1.3684211,3.1578946,3.8947368,3.7004814
"CAVIAHUE Dermocosmética Termal Crema antiage NOCHE",25,"7798120265531",7.0555553,0,0.3888889,1.3333334,2.9444447,3.8888888,3.792335
"Nivea Cuidado 5 en 1 Sensitive",14,"42333418",2.0416665,0.23333333,0.5,0,5.166667,2.1666667,5.9804816
"Sedal Bomba Coco Acondicionador",12,"779561",7.9,0.25,0.9,0,8.099999,4.3,1.4705353
"Sedal Bomba Argán Acondicionador",17,"779562",10.800001,0.8600001,0.93333334,1.5333334,11.866666,4.6000004,-2.1652565
"Sedal Ceramidas Acondicionador",20,"779563",10.944445,0.43333337,1.5,1,8.722222,6.2777777,-1.4830751
"Sedal Carbón Activado + Peonias Acondicionador",20,"779564",8.888888,0.25555557,0.9444444,0,8.833333,5.444444,0.31074142
"Sedal Colágeno + Vitamina C Acondicionador",19,"779565",8.794118,0.22941177,0.9411765,0,8.823529,5.664706,0.276433
"Sedal Ácido Hialurónico + Vitamina A Acondicionador",17,"779566",12.1,0.4,0.93333334,0,10.533333,4.2666664,-1.2268162
"Sedal Bomba de Nutrición Acondicionador",16,"779567",8.571429,0.6642858,0.9285714,1.2142857,10.214287,3.5714285,-0.0064296722
"Sedal Liso Perfecto Acondicionador",20,"779568",10.944445,0.43333337,1.5,1,8.722222,6.2777777,-1.4830751
"Sedal Restauración Instantánea",20,"779569",10.944445,0.43333337,1.5,1,8.722222,6.2777777,-1.4830751
"Pantene Micelar Purifica e Hidrata Acondicionador",17,"780570",8.807692,0.2,0,0,5.1538463,6.769231,1.6770048
"Kativa Argan Oil Shampoo",39,"7750075021471",16.232431,0.6513514,3.3243244,2.108108,7.8648643,13.91892,-7.5361004
"Just Malva Loción Cremosa Herbal para piel delicada",56,"77943460",13.149056,0.25283018,1.0754716,1.8490566,6.301887,8.283018,-2.2917013
"Jabon de Tocador Dove Original",25,"7791293027708",14.934782,0.23043478,0.82608694,0.39130434,8.304348,6.2608695,-2.3062181
"Head & Shoulders Crece Fuerte",26,"750043515924",13.545834,0.075,0.8333333,0,6.791666,9,-2.0270748
"Sedal Crema Balance Acondicionador",20,"7791293030654",10.944445,0.43333337,1.5,1,8.722222,6.2777777,-1.4830751
"Sos Natural Shampoo Sólido",5,"779576",0,0,0,0,0,0,10
"Desodorante en Crema 24hrs Natural Fro",4,"779577",0,0,0,0,0,0,10
"Crema Exfoliante Natural Fro",10,"779578",1,0,0,0,0,0,9.602356
"Cream Pure Urea 10% Deliplus",22,"8480000467713",5.25,0,0.65,0,2.9,5.2500005,4.4131007
"Cream Hidratante Anti-sec Deliplus",31,"8480000468338",6.1551723,0.26896554,0.86206895,0.31034482,6.1034484,5.931035,2.1938362
"Neutrogena Hydro Boost Water gel hidratante",18,"7891010882983",2.5625,0.0375,0,0,4,2.1875,6.505703
"Vichy Aqualia thermal rich",24,"3337875588225",2.3888888,0,1,0,3.5555556,1.9444445,6.4653864
"La Mer The Moisturizing Cool Gel Cream",55,"747930000020",9.403772,0.5245283,1.8867924,0.1509434,6.716981,3.4528303,1.1978121
"Eucerin crema facial hidratante aquaporin piel seca",24,"789584",0.75000006,0,0.5,0,2.1818182,2.6363637,7.5870237
"Natura Tododia Crema Hidratante Corporal Hojas de Limon y Guanabana",34,"789586",8.765625,0.21875,0.8125,1.8125,9.34375,8.25,-1.6124477
"Frenzzi NATURALE shampoo cebolla y ginseng",30,"7795513060261",21.375,0.4375,0.6666666,0.875,8.458334,7.833333,-5.7649307
"L´OCCITANE Crema immortelle",41,"779790",3.6676471,0.15882353,3.3823528,0,9.794117,2.2941177,2.3266401
"Tresemmé Expert Rizos Shampoo",27,"7506306209770",12.82,0.32800004,0,0,8.56,10.956001,-2.9886456
"Desodorante Intermedio Tea Tree",15,"780590",0,0,0,0,0,0.5,9.801178
"Loción Corporal Frutilla Super Good",21,"780592",2.4736843,0.031578947,0,0,1.6842105,2.368421,7.392292
"Skala Expert Crema para peinar y crema hidratante 2 en 1",15,"7897042012732",6.4166665,0.23333333,0,0,5.75,3.6666667,3.611186
"Skala Expert Gel líquido Vegano Day after",19,"7897042013067",8.1,0.26666668,0,0,7.2000003,5.533334,1.6097107
"Skala Expert Crema para peinar y crema hidratante 18 elementos 2 en 1",46,"7897042010714",8.3375,0.080000006,0,0,4.875,4.275,3.014389
"Natura Shampoo Anticaspa Copaíba",37,"7899846080764",15.17143,0.19714287,1.2285714,0.6,8.257143,16.285715,-6.59766
"Han Shampoo Ácido Hialurónico",24,"7798044062391",20.2,0.74,0.4,0.9000001,5.3999996,6.7499995,-3.6749773
"NIVEA Desmaquillante bifásico de ojos",14,"42277132",1.3333334,0,0.9166667,0,1.8333334,1.3333334,7.8460946
"NIVEA Crema Corporal Hidratación express",14,"4005808352630",1.9583334,0,0.5833333,0,4.083333,1.6666667,6.7028685
"Capilatis Spray puro rubio aclarante instantaneo",8,"7792640001174",3.5,0.38333336,0,0.6666667,1.1666667,1.6666667,7.064061
"Roby GEL fijador",15,"7793008015949",7.192308,0.16923077,0.61538464,2.7692308,3.6153846,5.3076925,2.178647
"Tortulan leche desmaquillante ojo y rostro",27,"7796045770031",9.431819,0.02727273,1.590909,2.3636365,7.8636365,5.318182,-0.57552433
"Nic Frizz mine itor reparador antifrizz",24,"7798111210663",16.63889,0,0,0,3.7222226,6,-0.4823389
"Pantene Anti-Frizz Crema para peinar",27,"7506309840628",12.04,0.12,0,2.48,3.4399996,6.84,0.09071159
"Lux flor de vainilla jabón con glicerina",26,"7791293037646",11.291666,0.0625,0.625,0.625,6.125,5.291667,0.4482603
"Fidelité gel modelador fijación extrema",12,"7798135967109",11.65,0.11000001,0.4,0.4,2.8000002,9.2,0.23386383
"Fidelité Shampoo cremoso coloración premium",17,"7798135960148",9.499999,0.40714285,0.42857143,0.42857143,5.5,6.1428576,1.0899334
"La Roche-Posay Toleriane sensitive fluide",10,"303757",2.5,0,0,0,0,3,7.812958
"Issue Professional Acondicionador",10,"7793008007135",6.857143,0,0,2.5714288,3.4285715,3.857143,3.3536634
"Issue Professional Shampoo Neutro",11,"779610",3.6666667,0.11111112,0,0,2.777778,4.4444447,5.6259155
"Issue Professional Shampoo Post Color",13,"779611",2.3333335,0.26666668,0,0,3.777778,2.2222223,6.580261
"Nivea Men Bálsamo After Shave",18,"8412300813006",6.8125,0.3375,0.625,0,4.25,5.3125,3.105847
"Issue Professional Shampoo Golden Blonde",15,"779613",10.961538,0.59230775,0.9230769,0,6.5384617,6,0.052781105
"L'oreal Magic Retouch rubio claro corbertura temporal de canas",11,"7509552917413",0.75,0.90000004,0,0,2.875,4.75,6.3118515
"Hinds Crema Corporal",23,"77944640171222",11.238096,0.21904762,0.85714287,3.9047623,1.9523809,6.8095245,0.06647205
"Herbal Essences Daily detox hidratación Crema para peinar",27,"7506339321777",14.42,0,0,0,4.52,6.3599997,-0.060394287
"Botanika Shampoo Revitalizante Uso diario- aloe vera y té blanco",13,"7798121272293",7.4500003,0.29,0,0,1.2,5.2999997,4.3375487
"Botanika Acondicionador Cabello normal a seco- Caléndula,palta e hibiscos",21,"7798121272361",6.3076925,0.33076924,0,0,7.3076925,2.5384617,3.444991
"Veganis plant powered repairing Shampoo",12,"7798216220253",9.849999,0,0,0,0.8,6.8999996,3.0213475
"Veganis nutri- boot sublime aconicionador",10,"7798216220246",4.625,0,0,0,2.625,3,5.9241486
"Frenzzi Naturale Shampoo sin sulfatos",21,"7795513060254",10.833334,0.25,0,0,4.944445,4.166667,1.969799
"Veganis leche ultra reafirmante para la piel coffee berry, nectarine & extracto orgánico de oliva",39,"7798216220062",23.557693,0.3846154,1.5384616,0,13.769231,6.807692,-8.314568
"Sri Sri Máscara facial cúrcuma de la india",17,"8906038786126",5.0083337,0.28333333,0,0,1,3.25,6.2058134
"Lidherma Fórmula limpieza",21,"779624",15.444445,0.016666668,0,0.055555556,6.4444447,6.333333,-1.2511168
"Great Lash Tejar Mascara para ojos",20,"779625",2.6111112,0.18333335,0.7777778,2,2.388889,1.8333334,6.105297
"Organic Shop Shampoo tropical Coconut & Shea",14,"4743318182896",5.616667,0,3,0,3.1666667,3.9166667,3.7569885
"Hinds Crema Corporal hidratación extrema con extracto de almendras",32,"7794640610998",12.6851845,0.6296296,1.8518518,2.6296296,6.222223,8.259259,-2.835064
"NIVEA MEN CREME",22,"4005900130761",5.3250003,0.045,0.55,0.7,4.4,2.1,4.782911
"Skala Genetiqs Hidratante para el cabello",15,"7897042016907",5.5416665,0.033333335,0,0,3.5833333,3.4166667,4.999626
"Frenzzi NATURALE acondicionador cebolla y ginseng",20,"7795513030308",12.5,0,0,0,6.375,4.125,0.85418797
"Frenzzi NATURALE crema corporal coco cebolla y ginseng",25,"7795513060452",12.078947,0,0,0,6.2631583,5.5263157,0.50886536
"Agua Calma Desodorante Natural En Barra",9,"779588",0.8,0,0.71428573,0,0.71428573,1.5714285,8.488953
"Frenzzi Shampoo Aloe y Salvia",22,"7795513060179",14.107143,0.27857143,0,0,5.642857,5.928571,-0.32170296
"Dove Nourishing Body Care",22,"7501056346140",4.8500004,0,0.78571427,0.85714287,2,5.571429,4.40742
"Agua Calma Crema Facial de Hamamelis",14,"779629",2.5,0.13333334,0.25,0,1.6666666,2.1666667,7.329158
"Agua Calma Shampoo Sólido Lavanda",9,"779630",1.6666667,0,0,0,0.6666667,0,9.072164
"Dermaglós Emulsión hidratante de día con FPS 20",24,"779632",5.8380947,0,1.1904762,0.7619048,7.1904764,3.3333335,2.717434
"Dermaglós Emulsión corporal regeneración intensiva",25,"779633",2.3043478,0.039130434,0.9130435,1.8695652,5.6521735,3.1739128,4.4520016
"dermaglós crema corporal hidratación profunda",23,"779634",3.857143,0,0.7619048,1.4285715,3.809524,3.7619047,4.584467
"Naturalis crema para peinar",6,"NREG635",0,0,0,0,1,0,9.602356
"Kamikase Serum Tesoro",24,"779636",4.85,0.09,1.3,0,5.7,1.4,4.6954284
"Kamikase Serum Cisne",44,"779637",13.538463,0.1846154,0,0,7.0384617,5.9,-0.6018028
"Kamikase Desodorante Natural con aloe vera",16,"779638",1.6714286,0,0,0,2.5714285,2,7.5175653
"Kamikase aceite labial galaxia",11,"779639",3.8888888,0.23333335,0,0,1,0.6666667,7.698083
"Kamikase srub facial almendra",11,"779640",0,0,0,0,0,0,10
"Kamikase pulpa de limpieza",27,"779641",7.8333335,0.15,0,0,4.111111,1.6666666,4.527976
"Kamikase Serum control facial",7,"779642",4.25,0,0,0,0.5,0.5,7.912369
"Eclipse de luna botox capilar",6,"780643",0,0,0,0,0,0,10
"Guiv serum x concentrado de 10 activos",14,"780945",2.1666667,0.09166666,0,0,0.5833333,2.5,7.8759184
"Guiv Contorno de ojos atenea",28,"781246",2.7916665,0.016666668,0,0,2.4166667,2.6666667,6.861926
"Guiv crema corporal cacao",31,"781547",5.275,0.060000002,0,0.2,4.3,4.1000004,4.4588304
"Guiv gel de limpieza vía láctea",14,"781848",6.25,0,1.6,0,1.6,1.9000001,5.48674
"G&H Jabón liquido corporal vegano",23,"779649",11.525,0.51,0,0,6.4,3.55,1.2577953
"Todo en 1 Agua Micelar",9,"3600541594937",2,0.085714296,0,0.2857143,1.4285715,0.42857143,8.318534
"Dermaglós Crema Suavizante para manos",23,"779651",6.8333335,0.34761903,4.2857146,4,10.952381,2.904762,-1.6604385
"Dermaglós Crema nutritiva de noche seca",26,"779652",4.1304345,0,0.3043478,0.5217391,5.5652175,1.9565217,5.0380945
"Dermaglós Crema contorno de ojos",44,"779653",14.8875,0.22500001,3.9249997,3.6499999,13.725,6.25,-6.964489
"Dermaglós desmaquillante Bifaz de ojos",19,"779654",2.5625,0.13125001,2.3125,1.625,6.5625,1.75,4.057707
"Dermaglós Gel de limpieza purificante",24,"779655",8.068183,0.081818186,3.4545455,1.6818182,6.681818,6.545455,-0.54298973
"Dermaglós Agua micelar",14,"779656",7.25,0.24000001,1.6,0,1.6999999,1.8000001,4.993662
"Dermaglós Crema con color BB",30,"779647",14.437499,0.47083336,3.0833333,3.3333333,7.2499995,6.166667,-3.8148155
"Dermaglós Crema con color CC",31,"779658",12.5199995,0.43600002,2.04,1.36,8.08,7.04,-2.516243
"Al Bosque agua micelar bifásica manzanilla y jojoba",10,"779659",6,0,0,0,1.2857143,2.7142859,6.0235596
"Al Bosque crema de día Jojoba y aceite pecán",16,"779660",6.0909095,0,0,0,2,3.2727273,5.4813175
"Al bosque Crema facial de noche",17,"779661",5.8,0,0,0,2.6999998,3.5,5.228272
"Al bosque unguento antiviral",4,"779662",0,0,0,0,0,0,10
"Al bosque Jabón del río de la plata",10,"779663",0,0,0,0,0,0.5,9.801178
"La Roche-Posay Posthelios Gel fundente",17,"3037664",6.406667,0,0,0,2.7333333,2.2,5.4907165
"Frenzzi Naturale shampoo de arandanos",32,"779665",12.558825,0.28235295,0,0,4.8235297,6.2352943,0.49630547
"Frenzzi Naturale Acondicionador de Almendras",25,"779666",6.75,0,0,0,3,3.1,4.890274
"Trébol Cosmética natural Agua Micelar",16,"779667",5.4545455,0.081818186,0,0,4.0909095,1.1818182,5.7018294
"Trébol Cosmética natural leche de limpieza complejo herbal y tea tree",30,"779668",5.6000004,0.09,0,0,4.7500005,1.9000001,5.0930724
"Trébol cosmética natural Concentrado de ácido hialurónico",29,"779669",6.1578946,0.110526316,0,0,6.421053,1.2631578,4.4518194
"Trébol Cosmética natural serum hidronatural",16,"779670",2,0,0,0,0,0.16666667,9.138438
"Trébol cosmética natural emulgel firmeza con jengibre",18,"779671",0,0,0,0,0,0,10
"Milaborit serum Retinol 0.5%",10,"779672",0.8571429,0,0,0,1,1.2857144,8.750261
"Frenzzi Gel finalizador de lino",18,"7795513060391",12.916666,0.16666667,1.6666666,0,4.5,4.3333335,0.6222286
"Milaborit Tónico inluminador Niacinamida",13,"779675",6.1111116,0,0,0,1.1111112,2.7777777,6.0235596
"Milaborit Espuma de limpieza tomillo",10,"779676",4.5,0,0,0,1.1428572,2,6.9608636
"Las Rishis Bálsamo",6,"779678",0,0,0,0,0,0,10
"Las Rishis crema de limpieza Melissa",11,"779680",1,0,0,0,1,0.625,8.956184
"Las Richis Crema corporal Dube",11,"779681",0,0,0,0,0.75,0,9.701767
"Sem Biocream tónico hidratante",7,"779682",1.2,0.22000001,0,0,1.8000001,0.6,8.481
"Sem Biocream gel de limpieza",11,"779683",2.8125,0.375,0,0,1.875,1.125,7.5395775
"Sem Biocream Máscara de carbón activado",8,"779684",4.166667,0.18333334,0,0,1.5,1.5,7.0773163
"Sem Biocream Crema Antiage Revitalizante Total",10,"779685",1.6666667,0.43333337,2.3333333,0,7,0,5.4536033
"Sem Biocream Crema nutritiva para pieles secas",10,"779686",1.8333334,0.18333334,0.8333333,0,5,0,6.8784943
"AHAL SUERO HUMECTANTE FACIAL DE MARULA AFRICANO",10,"750687",0,0.2,0,0,0,1.3333334,9.390279
"AHAL AGUA TÓNICA CON TUNA Y CEMPASÚCHIL",19,"750688",0,0,0,0,0,0.5,9.801178
"AHAL SUERO CORPORAL CON ACEITE DE MONGONGO",12,"750689",0,0,0,0,0,0,10
"AHAL BÁLSAMO M CORPORAL",13,"750670",0,0,0,0,0,0,10
"AHAL JABÓN FACIAL DE LECHE DE CABRA",8,"750671",0,0,0,0,0,0,10
"Weleda Loción Tónica Vivificante",10,"84692",8.900001,0,0,0,2.4,4.6,3.6774597
"Weleda Leche Limpiadora Calmante de Almendra",7,"84693",0.8,0,0,0,0,1,9.284241
"Weleda Leche Limpiadora Suave",15,"84694",7.153846,0,0,0,1.1538461,5.2307696,4.616512
"Weleda Gel Limpiador Purificante",20,"84695",6.3333335,0.06666667,0,0,0.8333334,6.0555553,4.715753
"Weleda HydraMist Bruma Facial Hidratante",18,"84696",4.3125,0,0,0,2.375,2.3125,6.4212036
"Weleda Fluido Hidratante de Iris",19,"84697",5.8529415,0,0,0,1.0588236,2.9411764,6.082037
"Weleda Crema de Noche Hidratante de Iris",19,"84698",6.4117646,0,0,0,1.5882354,2,6.0235596
"Weleda Desodorante Spray de Salvia",12,"84699",9.322223,0.26666668,0,0,4,5.888889,2.254778
"Weleda Desodorante Roll-On 24h Men",20,"84700",9.482353,0,1.0588236,0,3.7058823,6.0588236,1.9254866
"Weleda Desodorante Roll-On 24h de Granada",17,"84701",3.5285716,0,0.71428573,0,3.5,2.9285715,5.7565703
"Weleda Skin Food Body Butter",25,"84702",3.1590912,0,0,0,1.409091,2.5909092,7.1532297
"Weleda Crema de Caléndula",17,"84703",7.0666666,0,0,0,1.6,3.6000001,5.122233
"Weleda Champú Reparador con Avena",25,"84704",6.8636365,0,0.54545456,0,4.6363635,4.590909,3.3846493
"Weleda Baño de Crema de Caléndula",12,"84705",3.65,0,0,0,0.6,3,7.1170807
"Weleda Champú y Gel de Ducha de Caléndula",15,"84706",2.346154,0,0,0,0.4615385,2.846154,7.7517815
"Weleda Champú y Gel 2 en 1 Kids Lima Chispeante",17,"84707",3.8333337,0,0,0,1.2,3.8666668,6.460968
"Weleda Champú y Gel 2 en 1 de Menta",17,"84708",5.3333335,0,0,0,0.8000001,4.866667,5.625915
"Weleda Champú y Gel 2 en 1 Kids Naranja Frutal",17,"84709",3.8333337,0,0,0,1.2,3.8666668,6.460968
"Urtekram Champú y Gel baby sin Perfume",10,"84710",3.875,0,0,0,0.625,1.625,7.56443
"Cattier Champú y gel de baño bebés",13,"84711",4.55,0,0,0,0.6,4.2999997,6.242264
"Manzanilla BB Cream cuerpo",12,"780712",2,0,0,0,0,0,9.204712
"Manzanilla BB Cream rostro",11,"780713",0.06666667,0,0,0,0,0.6666667,9.708394
"Manzanilla corrector de ojeras",10,"780714",1,0,0,0,1,2,8.409424
"Manzanilla Oro líquido",7,"780715",0,0,0,0,0,0,10
"Manzanilla Acondicionador del huerto macadabia y romero",5,"780716",3,0,0,0,0,0,8.807068
"Savia Tierra Patagonia Crema corporal limón y jengibre",16,"779717",5.31,0,0,0,0.8,3.3999999,6.2184052
"Savia Tierra Agua Micelar",7,"779718",0.033333335,0,0,0,0,1,9.589101
"Savia Tierra Crema de día",16,"779719",0.6,0,0,0,1,1.1111112,8.921943
"Savia Tierra Crema de noche",10,"779720",0.020000001,0,0,0,1,0.6,9.355817
"Xamania Pomada de caléndula",12,"750723",0,0,0,0,0,0,10
"Xamania desodorante limón",8,"750724",0,0,0,0,0,0,10
"Skin Matters Serum Facial para Piel Grasa",21,"750725",0,0,0,0,0,0.15384616,9.938824
"Weleda Contorno de Ojos reafirmante de Granada",16,"780726",1,0,0,0,0,1,9.204712
